frame_no,eth_src_address,eth_dst_address,ip_src,ip_dst,tcp_src_port,tcp_dst_port,udp_src_port,udp_dst_port,frame_relative_time,frame_length,frame_arival_time,malicious
4848142,00:01:02:72:ab:55,00:e0:b1:87:f5:94,91.195.240.121,192.168.2.108,80.0,2063.0,,,-36633910.453227,1514,"Jun 12, 2010 14:26:30.022565000 India Standard Time",0
4058853,00:22:19:20:7b:d3,00:01:02:72:ab:55,192.168.5.122,192.168.4.121,41774.0,49443.0,,,-36639232.111382,60,"Jun 12, 2010 12:57:48.364410000 India Standard Time",1
4520875,00:01:02:72:ab:55,00:e0:b1:87:f5:94,65.54.81.199,192.168.2.107,80.0,1045.0,,,-36634548.106586,1346,"Jun 12, 2010 14:15:52.369206000 India Standard Time",0
852180,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.160,209.85.148.147,1854.0,80.0,,,453840.605973,60,"Aug 15, 2011 20:35:41.081765000 India Standard Time",1
4309286,00:01:02:72:ab:55,00:e0:b1:87:f5:94,76.74.255.122,192.168.4.120,80.0,3489.0,,,-36636965.033816,1514,"Jun 12, 2010 13:35:35.441976000 India Standard Time",1
8310966,00:01:02:72:ab:55,00:e0:b1:87:f5:94,69.84.133.138,192.168.2.110,80.0,3699.0,,,-36596756.008722,1434,"Jun 13, 2010 00:45:44.467070000 India Standard Time",1
8632515,00:11:25:bb:cf:0f,00:e0:b1:87:f5:94,192.168.4.120,66.96.130.42,2992.0,80.0,,,-36590601.648424,60,"Jun 13, 2010 02:28:18.827368000 India Standard Time",1
7729376,00:02:55:bf:75:a9,00:e0:b1:87:f5:94,192.168.2.108,91.195.240.121,4310.0,80.0,,,-36601827.887591,60,"Jun 12, 2010 23:21:12.588201000 India Standard Time",0
516788,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.170,178.77.71.27,3389.0,1894.0,,,325131.436015,60,"Aug 14, 2011 08:50:31.911807000 India Standard Time",1
5180180,00:11:25:bb:ce:df,00:e0:b1:87:f5:94,192.168.1.103,72.47.249.39,3230.0,80.0,,,-36632366.229811,60,"Jun 12, 2010 14:52:14.245981000 India Standard Time",1
8644227,00:11:25:bb:cf:0f,00:e0:b1:87:f5:94,192.168.4.120,208.122.28.18,3075.0,80.0,,,-36590551.511288,136,"Jun 13, 2010 02:29:08.964504000 India Standard Time",1
1851110,00:44:66:fc:29:af,00:55:22:af:c6:37,172.16.2.2,195.50.87.130,1097.0,80.0,,,-121112276.785397,60,"Oct  8, 2007 20:13:43.690395000 India Standard Time",0
6862377,00:01:02:72:ab:55,00:e0:b1:87:f5:94,193.34.150.139,192.168.3.114,80.0,1340.0,,,-36616477.950729,62,"Jun 12, 2010 19:17:02.525063000 India Standard Time",0
3518297,00:01:02:72:ab:55,00:e0:b1:87:f5:94,64.90.206.200,192.168.2.113,80.0,4568.0,,,-36653045.049414,1514,"Jun 12, 2010 09:07:35.426378000 India Standard Time",1
9023697,00:11:25:bb:cf:0f,00:e0:b1:87:f5:94,192.168.4.120,74.63.40.21,3500.0,80.0,,,-36579501.54193,60,"Jun 13, 2010 05:33:18.933862000 India Standard Time",1
1121024,08:00:27:1f:65:4a,00:1e:49:db:19:c3,147.32.84.192,118.22.170.150,,,7600.0,7600.0,779118.3495,1098,"Aug 19, 2011 14:56:58.825292000 India Standard Time",0
4407338,00:11:25:bb:ce:df,00:e0:b1:87:f5:94,192.168.1.103,212.159.8.56,2107.0,80.0,,,-36634760.520622,66,"Jun 12, 2010 14:12:19.955170000 India Standard Time",1
3533204,00:02:55:bf:75:a9,00:e0:b1:87:f5:94,192.168.2.108,69.192.24.88,1288.0,80.0,,,-36652734.299946,60,"Jun 12, 2010 09:12:46.175846000 India Standard Time",0
8904750,00:01:02:72:ab:55,00:e0:b1:87:f5:94,208.122.28.2,192.168.4.120,80.0,3414.0,,,-36583241.481639,1514,"Jun 13, 2010 04:30:58.994153000 India Standard Time",1
2940310,00:44:66:fc:29:af,00:55:22:af:c6:37,195.50.87.130,172.16.2.2,80.0,1097.0,,,-121101435.864477,96,"Oct  8, 2007 23:14:24.611315000 India Standard Time",0
7758364,00:01:02:72:ab:55,00:e0:b1:87:f5:94,62.116.163.221,192.168.2.108,80.0,4330.0,,,-36600971.195824,60,"Jun 12, 2010 23:35:29.279968000 India Standard Time",0
754244,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.170,217.114.215.41,2756.0,22.0,,,410245.930651,62,"Aug 15, 2011 08:29:06.406443000 India Standard Time",1
3505615,00:11:25:bb:cf:0f,00:e0:b1:87:f5:94,192.168.4.120,174.133.126.130,2571.0,80.0,,,-36653648.263043,60,"Jun 12, 2010 08:57:32.212749000 India Standard Time",1
6862435,00:0d:60:96:ac:f7,00:e0:b1:87:f5:94,192.168.3.115,192.168.5.122,2544.0,80.0,,,-36616473.956336,60,"Jun 12, 2010 19:17:06.519456000 India Standard Time",1
8379531,00:01:02:72:ab:55,00:e0:b1:87:f5:94,192.168.5.122,192.168.1.101,110.0,4883.0,,,-36595900.771807,74,"Jun 13, 2010 00:59:59.703985000 India Standard Time",1
728785,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.170,214.47.236.179,2805.0,22.0,,,402163.309271,62,"Aug 15, 2011 06:14:23.785063000 India Standard Time",1
3077635,00:44:66:fc:29:af,00:55:22:af:c6:37,172.16.2.2,195.50.87.130,1097.0,80.0,,,-121099941.203779,60,"Oct  8, 2007 23:39:19.272013000 India Standard Time",0
1025659,00:1e:49:db:19:c3,08:00:27:b5:b7:19,182.37.184.26,147.32.84.165,,,1617.0,7600.0,777637.747123,91,"Aug 19, 2011 14:32:18.222915000 India Standard Time",0
2159723,00:44:66:fc:29:af,00:55:22:af:c6:37,172.16.2.12,80.51.166.205,,,30319.0,39921.0,-121112944.425269,96,"Oct  8, 2007 20:02:36.050523000 India Standard Time",0
4894466,00:01:02:72:ab:55,00:e0:b1:87:f5:94,192.168.5.122,192.168.2.112,80.0,1711.0,,,-36633429.998513,60,"Jun 12, 2010 14:34:30.477279000 India Standard Time",1
8564959,00:01:02:72:ab:55,00:e0:b1:87:f5:94,80.66.211.179,192.168.5.122,49911.0,22.0,,,-36593246.307347,118,"Jun 13, 2010 01:44:14.168445000 India Standard Time",1
7670376,00:01:02:72:ab:55,00:e0:b1:87:f5:94,209.197.115.172,192.168.4.120,80.0,4955.0,,,-36603956.278066,1514,"Jun 12, 2010 22:45:44.197726000 India Standard Time",1
9232833,00:09:6b:e9:a9:00,00:e0:b1:87:f5:94,192.168.2.110,69.84.133.138,1589.0,80.0,,,-36572366.230417,60,"Jun 13, 2010 07:32:14.245375000 India Standard Time",1
5188064,00:01:02:72:ab:55,00:e0:b1:87:f5:94,216.69.149.215,192.168.2.112,443.0,1895.0,,,-36632348.560359,1434,"Jun 12, 2010 14:52:31.915433000 India Standard Time",1
4045235,00:0d:60:96:ae:5c,00:e0:b1:87:f5:94,192.168.4.121,192.168.5.122,49425.0,36107.0,,,-36639239.589338,1514,"Jun 12, 2010 12:57:40.886454000 India Standard Time",1
757653,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.170,217.224.132.25,3256.0,22.0,,,411262.893186,62,"Aug 15, 2011 08:46:03.368978000 India Standard Time",1
3826412,00:01:02:72:ab:55,00:e0:b1:87:f5:94,208.122.28.10,192.168.4.120,80.0,3165.0,,,-36644574.681599,1514,"Jun 12, 2010 11:28:45.794193000 India Standard Time",1
6651747,00:01:02:72:ab:55,00:e0:b1:87:f5:94,203.73.24.75,192.168.2.109,80.0,1553.0,,,-36621480.261059,1514,"Jun 12, 2010 17:53:40.214733000 India Standard Time",1
4945114,00:02:55:bf:75:a9,00:e0:b1:87:f5:94,192.168.2.108,74.55.1.2,2184.0,80.0,,,-36633324.01771,128,"Jun 12, 2010 14:36:16.458082000 India Standard Time",0
8296874,00:09:6b:e9:a9:00,00:e0:b1:87:f5:94,192.168.2.110,69.84.133.138,3699.0,80.0,,,-36596789.288565,60,"Jun 13, 2010 00:45:11.187227000 India Standard Time",1
7561840,00:01:02:72:ab:55,00:e0:b1:87:f5:94,69.84.133.138,192.168.4.120,80.0,4785.0,,,-36607530.95551,1434,"Jun 12, 2010 21:46:09.520282000 India Standard Time",1
5477221,00:01:02:72:ab:55,00:e0:b1:87:f5:94,68.178.178.97,192.168.2.112,80.0,1884.0,,,-36631807.12415,1434,"Jun 12, 2010 15:01:33.351642000 India Standard Time",1
7587708,00:01:02:72:ab:55,00:e0:b1:87:f5:94,212.58.226.139,192.168.1.101,80.0,4493.0,,,-36607008.215648,1514,"Jun 12, 2010 21:54:52.260144000 India Standard Time",0
1308804,aa:aa:aa:aa:aa:aa,aa:aa:aa:aa:aa:aa,172.16.0.12,129.35.232.213,3971.0,25.0,,,-26562251.972159,60,"Oct  7, 2010 04:07:28.503633000 India Standard Time",0
1626765,00:44:66:fc:29:af,00:55:22:af:c6:37,213.186.33.91,172.16.2.2,80.0,4494.0,,,-121113664.397626,96,"Oct  8, 2007 19:50:36.078166000 India Standard Time",0
6546714,00:01:02:72:ab:55,00:e0:b1:87:f5:94,203.73.24.75,192.168.2.109,80.0,1485.0,,,-36622694.298948,1514,"Jun 12, 2010 17:33:26.176844000 India Standard Time",1
6201301,00:01:02:72:ab:55,00:e0:b1:87:f5:94,68.178.178.97,192.168.1.105,80.0,17947.0,,,-36626567.656502,1434,"Jun 12, 2010 16:28:52.819290000 India Standard Time",0
9124944,00:01:02:72:ab:55,00:e0:b1:87:f5:94,64.202.188.237,192.168.4.120,443.0,3767.0,,,-36575668.271674,1434,"Jun 13, 2010 06:37:12.204118000 India Standard Time",1
7657941,00:11:25:bb:cf:0f,00:e0:b1:87:f5:94,192.168.4.120,74.63.40.21,4992.0,80.0,,,-36603987.873213,60,"Jun 12, 2010 22:45:12.602579000 India Standard Time",1
7169504,00:01:02:72:ab:55,00:e0:b1:87:f5:94,68.71.209.235,192.168.1.102,80.0,3764.0,,,-36612426.446207,1514,"Jun 12, 2010 20:24:34.029585000 India Standard Time",0
2513899,00:44:66:fc:29:af,00:55:22:af:c6:37,195.50.87.130,172.16.2.2,80.0,1097.0,,,-121106079.489383,96,"Oct  8, 2007 21:57:00.986409000 India Standard Time",0
7802996,00:01:02:72:ab:55,00:e0:b1:87:f5:94,221.143.48.155,192.168.2.111,80.0,3945.0,,,-36599910.55992,1514,"Jun 12, 2010 23:53:09.915872000 India Standard Time",0
2253665,00:44:66:fc:29:af,00:55:22:af:c6:37,88.122.128.12,172.16.2.13,41035.0,1918.0,,,-121112390.503272,96,"Oct  8, 2007 20:11:49.972520000 India Standard Time",0
5619530,00:01:02:72:ab:55,00:e0:b1:87:f5:94,65.54.81.107,192.168.2.109,80.0,3419.0,,,-36631499.904153,1514,"Jun 12, 2010 15:06:40.571639000 India Standard Time",1
5917944,00:01:02:72:ab:55,00:e0:b1:87:f5:94,125.6.164.41,192.168.4.118,80.0,2042.0,,,-36628792.273316,1514,"Jun 12, 2010 15:51:48.202476000 India Standard Time",1
6655166,00:02:55:7f:70:de,00:e0:b1:87:f5:94,192.168.4.119,204.13.161.71,2489.0,443.0,,,-36621407.534929,60,"Jun 12, 2010 17:54:52.940863000 India Standard Time",0
2402666,00:44:66:fc:29:af,00:55:22:af:c6:37,195.50.87.130,172.16.2.2,80.0,1097.0,,,-121107495.686298,96,"Oct  8, 2007 21:33:24.789494000 India Standard Time",0
1106536,08:00:27:1f:65:4a,00:1e:49:db:19:c3,147.32.84.192,84.240.221.207,,,31037.0,22553.0,778921.901504,340,"Aug 19, 2011 14:53:42.377296000 India Standard Time",0
6000676,00:11:25:5f:9b:4f,00:e0:b1:87:f5:94,192.168.1.105,205.188.192.100,17869.0,80.0,,,-36627953.070869,60,"Jun 12, 2010 16:05:47.404923000 India Standard Time",0
3082046,00:44:66:fc:29:af,00:55:22:af:c6:37,172.16.2.2,195.50.87.130,1097.0,80.0,,,-121099890.023599,60,"Oct  8, 2007 23:40:10.452193000 India Standard Time",0
7927327,00:01:02:72:ab:55,00:e0:b1:87:f5:94,69.84.133.138,192.168.2.113,80.0,3193.0,,,-36597725.074725,1434,"Jun 13, 2010 00:29:35.401067000 India Standard Time",1
297527,00:1e:49:db:19:c3,08:00:27:b5:b7:19,192.112.36.4,147.32.84.180,,,53.0,2077.0,16111.559352,459,"Aug 10, 2011 19:00:12.035144000 India Standard Time",1
6684664,00:09:6b:e9:d0:88,00:09:6b:03:e8:a4,192.168.2.113,192.168.2.109,139.0,1598.0,,,-36620334.764155,122,"Jun 12, 2010 18:12:45.711637000 India Standard Time",1
6712229,00:11:25:b9:ac:22,00:e0:b1:87:f5:94,192.168.1.104,192.168.5.122,18234.0,80.0,,,-36619517.309218,132,"Jun 12, 2010 18:26:23.166574000 India Standard Time",1
7910577,00:01:02:72:ab:55,00:e0:b1:87:f5:94,69.84.133.138,192.168.2.113,80.0,3193.0,,,-36597763.784798,1434,"Jun 13, 2010 00:28:56.690994000 India Standard Time",1
6495596,00:11:25:5f:9b:4f,00:e0:b1:87:f5:94,192.168.1.105,68.178.178.97,18183.0,80.0,,,-36623176.633228,60,"Jun 12, 2010 17:25:23.842564000 India Standard Time",0
5163855,00:11:25:bb:1f:cf,00:e0:b1:87:f5:94,192.168.1.101,207.46.19.190,1415.0,80.0,,,-36632398.733084,60,"Jun 12, 2010 14:51:41.742708000 India Standard Time",0
4744045,00:01:02:72:ab:55,00:e0:b1:87:f5:94,216.49.88.12,192.168.2.110,80.0,2382.0,,,-36634124.970718,1514,"Jun 12, 2010 14:22:55.505074000 India Standard Time",1
3605553,00:11:25:bb:cf:0f,00:e0:b1:87:f5:94,192.168.4.120,174.133.126.130,2954.0,80.0,,,-36651830.813428,150,"Jun 12, 2010 09:27:49.662364000 India Standard Time",1
2402049,00:44:66:fc:29:af,00:55:22:af:c6:37,195.50.87.130,172.16.2.2,80.0,1097.0,,,-121107499.697611,96,"Oct  8, 2007 21:33:20.778181000 India Standard Time",0
8944416,00:01:02:72:ab:55,00:e0:b1:87:f5:94,72.233.69.6,192.168.2.106,80.0,2798.0,,,-36581873.107679,1514,"Jun 13, 2010 04:53:47.368113000 India Standard Time",0
1098747,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.165,122.140.51.217,,,7600.0,16224.0,778831.445787,1098,"Aug 19, 2011 14:52:11.921579000 India Standard Time",0
4570865,00:01:02:72:ab:55,00:e0:b1:87:f5:94,65.54.81.199,192.168.2.107,80.0,1045.0,,,-36634454.889931,1514,"Jun 12, 2010 14:17:25.585861000 India Standard Time",0
6139804,00:01:02:72:ab:55,00:e0:b1:87:f5:94,65.55.21.250,192.168.2.109,80.0,4507.0,,,-36627486.184909,159,"Jun 12, 2010 16:13:34.290883000 India Standard Time",1
162133,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.180,78.129.163.119,2076.0,6251.0,,,8881.655699,1514,"Aug 10, 2011 16:59:42.131491000 India Standard Time",1
7525972,00:11:25:bb:cf:0f,00:e0:b1:87:f5:94,192.168.4.120,69.84.133.138,4785.0,80.0,,,-36607625.785657,60,"Jun 12, 2010 21:44:34.690135000 India Standard Time",1
5924611,00:01:02:72:ab:55,00:e0:b1:87:f5:94,174.35.52.80,192.168.1.104,80.0,17729.0,,,-36628698.086839,60,"Jun 12, 2010 15:53:22.388953000 India Standard Time",0
2965581,00:44:66:fc:29:af,00:55:22:af:c6:37,172.16.2.2,195.50.87.130,1097.0,80.0,,,-121101171.928329,66,"Oct  8, 2007 23:18:48.547463000 India Standard Time",0
6050460,00:01:02:72:ab:55,00:e0:b1:87:f5:94,68.178.178.97,192.168.1.105,80.0,17882.0,,,-36627843.852981,1434,"Jun 12, 2010 16:07:36.622811000 India Standard Time",0
1955482,00:44:66:fc:29:af,00:55:22:af:c6:37,80.99.152.59,172.16.2.12,5173.0,1453.0,,,-121115141.741955,96,"Oct  8, 2007 19:25:58.733837000 India Standard Time",0
8030942,00:09:6b:e9:d0:88,00:e0:b1:87:f5:94,192.168.2.113,69.84.133.138,3193.0,80.0,,,-36597444.690503,60,"Jun 13, 2010 00:34:15.785289000 India Standard Time",1
7219527,00:11:25:5f:9b:4f,00:e0:b1:87:f5:94,192.168.1.105,64.202.188.237,18744.0,443.0,,,-36611911.186278,60,"Jun 12, 2010 20:33:09.289514000 India Standard Time",0
2507428,00:44:66:fc:29:af,00:55:22:af:c6:37,195.50.87.130,172.16.2.2,80.0,1097.0,,,-121106155.606598,96,"Oct  8, 2007 21:55:44.869194000 India Standard Time",0
8859599,00:01:02:72:ab:55,00:e0:b1:87:f5:94,174.129.196.27,192.168.1.104,80.0,21711.0,,,-36584389.430044,1514,"Jun 13, 2010 04:11:51.045748000 India Standard Time",0
820635,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.160,65.54.165.169,1323.0,443.0,,,453394.694149,60,"Aug 15, 2011 20:28:15.169941000 India Standard Time",1
4447325,00:11:25:bb:ce:df,00:e0:b1:87:f5:94,192.168.1.103,64.236.111.184,2117.0,80.0,,,-36634677.961211,60,"Jun 12, 2010 14:13:42.514581000 India Standard Time",1
5676490,00:01:02:72:ab:55,00:e0:b1:87:f5:94,68.178.178.97,192.168.2.112,80.0,1971.0,,,-36631391.00086,1434,"Jun 12, 2010 15:08:29.474932000 India Standard Time",1
5244403,00:09:6b:e9:cf:6b,00:e0:b1:87:f5:94,192.168.2.112,68.178.178.97,1834.0,80.0,,,-36632233.874513,60,"Jun 12, 2010 14:54:26.601279000 India Standard Time",1
6605824,00:0d:60:96:ad:25,00:e0:b1:87:f5:94,192.168.3.116,91.190.170.71,3260.0,80.0,,,-36622262.392227,60,"Jun 12, 2010 17:40:38.083565000 India Standard Time",0
6185342,00:11:25:b9:ac:22,00:e0:b1:87:f5:94,192.168.1.104,142.176.121.219,17834.0,80.0,,,-36627074.30096,60,"Jun 12, 2010 16:20:26.174832000 India Standard Time",0
4643226,00:01:02:72:ab:55,00:e0:b1:87:f5:94,65.54.81.10,192.168.2.107,80.0,1058.0,,,-36634312.471839,1514,"Jun 12, 2010 14:19:48.003953000 India Standard Time",0
3866856,00:11:25:b9:ac:22,00:e0:b1:87:f5:94,192.168.1.104,64.38.198.12,16681.0,80.0,,,-36643623.713511,60,"Jun 12, 2010 11:44:36.762281000 India Standard Time",0
3854901,00:02:55:bf:75:a9,00:e0:b1:87:f5:94,192.168.2.108,69.192.24.88,1450.0,80.0,,,-36643720.870076,60,"Jun 12, 2010 11:42:59.605716000 India Standard Time",0
3732892,00:01:02:72:ab:55,00:e0:b1:87:f5:94,174.35.52.80,192.168.1.104,80.0,16320.0,,,-36647368.420565,371,"Jun 12, 2010 10:42:12.055227000 India Standard Time",0
22357,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.180,212.117.171.138,2387.0,65500.0,,,1862.963961,1514,"Aug 10, 2011 15:02:43.439753000 India Standard Time",1
6200113,00:11:25:bb:ce:a1,00:e0:b1:87:f5:94,192.168.1.102,69.84.133.138,3090.0,80.0,,,-36626570.525185,60,"Jun 12, 2010 16:28:49.950607000 India Standard Time",0
450523,00:1e:49:db:19:c3,08:00:27:b5:b7:19,178.77.71.27,147.32.84.170,2192.0,3389.0,,,318449.421607,103,"Aug 14, 2011 06:59:09.897399000 India Standard Time",1
74042,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.180,212.117.174.7,3432.0,4506.0,,,5024.003173,62,"Aug 10, 2011 15:55:24.478965000 India Standard Time",1
2469471,00:44:66:fc:29:af,00:55:22:af:c6:37,172.16.2.2,195.50.87.130,1097.0,80.0,,,-121106657.50033,60,"Oct  8, 2007 21:47:22.975462000 India Standard Time",0
8809242,00:09:6b:e9:d0:88,00:e0:b1:87:f5:94,192.168.2.113,208.116.9.82,3672.0,80.0,,,-36586207.980982,60,"Jun 13, 2010 03:41:32.494810000 India Standard Time",1
255722,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.180,174.133.57.141,3975.0,80.0,,,14560.440901,62,"Aug 10, 2011 18:34:20.916693000 India Standard Time",1
2735914,00:44:66:fc:29:af,00:55:22:af:c6:37,195.50.87.130,172.16.2.2,80.0,1097.0,,,-121103580.359078,96,"Oct  8, 2007 22:38:40.116714000 India Standard Time",0
483001,00:12:3f:79:0a:65,08:00:27:b5:b7:19,147.32.84.171,147.32.84.170,,,137.0,137.0,321720.970767,104,"Aug 14, 2011 07:53:41.446559000 India Standard Time",1
1438930,00:44:66:fc:29:af,00:55:22:af:c6:37,172.16.2.2,68.142.120.174,2805.0,80.0,,,-121114884.536653,60,"Oct  8, 2007 19:30:15.939139000 India Standard Time",0
8837035,00:22:19:20:7b:d3,00:01:02:72:ab:55,192.168.5.122,80.66.211.179,22.0,60122.0,,,-36585249.699277,66,"Jun 13, 2010 03:57:30.776515000 India Standard Time",1
7540564,00:11:25:bb:cf:0f,00:e0:b1:87:f5:94,192.168.4.120,69.84.133.138,4785.0,80.0,,,-36607588.22936,60,"Jun 12, 2010 21:45:12.246432000 India Standard Time",1
7447211,00:09:6b:8b:63:8e,00:e0:b1:87:f5:94,192.168.2.111,211.233.19.78,3790.0,80.0,,,-36608104.02388,62,"Jun 12, 2010 21:36:36.451912000 India Standard Time",0
6978247,00:01:02:72:ab:55,00:e0:b1:87:f5:94,130.14.29.30,192.168.1.104,50433.0,18734.0,,,-36614540.99986,1514,"Jun 12, 2010 19:49:19.475932000 India Standard Time",0
3186195,00:44:66:fc:29:af,00:55:22:af:c6:37,195.50.87.130,172.16.2.2,80.0,1097.0,,,-121098761.639561,96,"Oct  8, 2007 23:58:58.836231000 India Standard Time",0
5505657,00:11:25:5f:9b:4f,00:e0:b1:87:f5:94,192.168.1.105,68.178.178.97,17330.0,80.0,,,-36631751.350831,60,"Jun 12, 2010 15:02:29.124961000 India Standard Time",0
8382581,00:01:02:72:ab:55,00:e0:b1:87:f5:94,203.73.24.75,192.168.1.104,80.0,20457.0,,,-36595799.012,1514,"Jun 13, 2010 01:01:41.463792000 India Standard Time",0
9071379,00:01:02:72:ab:55,00:e0:b1:87:f5:94,69.84.133.138,192.168.2.110,80.0,1133.0,,,-36577571.600785,1434,"Jun 13, 2010 06:05:28.875007000 India Standard Time",1
7123571,00:11:25:bb:1f:cf,00:e0:b1:87:f5:94,192.168.1.101,184.73.200.59,3637.0,80.0,,,-36613410.866825,60,"Jun 12, 2010 20:08:09.608967000 India Standard Time",0
4882648,00:01:02:72:ab:55,00:e0:b1:87:f5:94,208.113.162.153,192.168.1.103,80.0,2799.0,,,-36633528.800705,1514,"Jun 12, 2010 14:32:51.675087000 India Standard Time",1
392324,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.170,124.146.229.158,2631.0,22.0,,,299220.900927,62,"Aug 14, 2011 01:38:41.376719000 India Standard Time",1
1737964,00:44:66:fc:29:af,00:55:22:af:c6:37,213.186.33.91,172.16.2.2,80.0,4494.0,,,-121113014.239519,96,"Oct  8, 2007 20:01:26.236273000 India Standard Time",0
4086237,00:22:19:20:7b:d3,00:01:02:72:ab:55,192.168.5.122,192.168.4.121,20105.0,49451.0,,,-36639217.25229,60,"Jun 12, 2010 12:58:03.223502000 India Standard Time",1
747969,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.170,216.160.134.167,1805.0,22.0,,,408325.670132,62,"Aug 15, 2011 07:57:06.145924000 India Standard Time",1
6236554,00:01:02:72:ab:55,00:e0:b1:87:f5:94,75.127.97.72,192.168.1.102,80.0,3087.0,,,-36626464.162057,1514,"Jun 12, 2010 16:30:36.313735000 India Standard Time",0
7341536,00:09:6b:e9:d0:88,ff:ff:ff:ff:ff:ff,,,,,,,-36610607.118773,60,"Jun 12, 2010 20:54:53.357019000 India Standard Time",0
7888300,00:01:02:72:ab:55,00:e0:b1:87:f5:94,69.84.133.138,192.168.2.113,80.0,3193.0,,,-36597819.30427,1434,"Jun 13, 2010 00:28:01.171522000 India Standard Time",1
2308905,00:44:66:fc:29:af,00:55:22:af:c6:37,88.162.105.165,172.16.2.12,,,26985.0,30319.0,-121112105.89182,96,"Oct  8, 2007 20:16:34.583972000 India Standard Time",0
4096967,00:0d:60:96:ae:5c,00:e0:b1:87:f5:94,192.168.4.121,192.168.5.122,49457.0,43833.0,,,-36639211.310729,1514,"Jun 12, 2010 12:58:09.165063000 India Standard Time",1
2049334,00:44:66:fc:29:af,00:55:22:af:c6:37,24.176.29.223,172.16.2.14,,,36342.0,15610.0,-121113592.05169,96,"Oct  8, 2007 19:51:48.424102000 India Standard Time",0
7405106,00:01:02:72:ab:55,00:e0:b1:87:f5:94,204.13.161.71,192.168.4.119,443.0,2610.0,,,-36608185.924293,1514,"Jun 12, 2010 21:35:14.551499000 India Standard Time",0
3255283,00:44:66:fc:29:af,00:55:22:af:c6:37,152.66.249.135,172.16.2.2,22.0,1352.0,,,-121072446.799472,66,"Oct  9, 2007 07:17:33.676320000 India Standard Time",0
354382,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.170,38.229.70.20,1027.0,6667.0,,,243318.502315,79,"Aug 13, 2011 10:06:58.978107000 India Standard Time",1
2760163,00:44:66:fc:29:af,00:55:22:af:c6:37,195.50.87.130,172.16.2.2,80.0,1097.0,,,-121103323.414381,96,"Oct  8, 2007 22:42:57.061411000 India Standard Time",0
6590342,00:01:02:72:ab:55,00:e0:b1:87:f5:94,67.192.185.156,192.168.4.120,80.0,4276.0,,,-36622316.889436,1514,"Jun 12, 2010 17:39:43.586356000 India Standard Time",1
2352536,00:44:66:fc:29:af,00:55:22:af:c6:37,89.132.1.151,172.16.2.12,5511.0,1680.0,,,-121111846.115945,96,"Oct  8, 2007 20:20:54.359847000 India Standard Time",0
8980302,00:09:6b:03:e8:a4,00:e0:b1:87:f5:94,192.168.2.109,203.73.24.75,3749.0,80.0,,,-36580617.995007,60,"Jun 13, 2010 05:14:42.480785000 India Standard Time",1
6187599,00:11:25:b9:a7:ed,00:09:6b:e9:d0:88,192.168.2.106,192.168.2.113,139.0,2368.0,,,-36626864.761576,341,"Jun 12, 2010 16:23:55.714216000 India Standard Time",1
6572134,00:01:02:72:ab:55,00:e0:b1:87:f5:94,67.192.185.156,192.168.4.120,80.0,4276.0,,,-36622381.026906,1514,"Jun 12, 2010 17:38:39.448886000 India Standard Time",1
524806,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.170,178.77.71.27,3389.0,2990.0,,,325924.051466,1514,"Aug 14, 2011 09:03:44.527258000 India Standard Time",1
3631678,00:11:25:b9:ac:22,00:e0:b1:87:f5:94,192.168.1.104,83.137.208.41,16058.0,80.0,,,-36651294.801599,60,"Jun 12, 2010 09:36:45.674193000 India Standard Time",0
2077043,00:44:66:fc:29:af,00:55:22:af:c6:37,71.205.150.4,172.16.2.14,,,49589.0,15610.0,-121113485.596471,65,"Oct  8, 2007 19:53:34.879321000 India Standard Time",0
1730890,00:44:66:fc:29:af,00:55:22:af:c6:37,195.50.87.130,172.16.2.2,80.0,1097.0,,,-121113040.900148,96,"Oct  8, 2007 20:00:59.575644000 India Standard Time",0
2090949,00:44:66:fc:29:af,00:55:22:af:c6:37,24.176.29.223,172.16.2.14,,,36342.0,15610.0,-121113423.136546,96,"Oct  8, 2007 19:54:37.339246000 India Standard Time",0
5078673,00:01:02:72:ab:55,00:e0:b1:87:f5:94,210.136.232.249,192.168.4.118,80.0,1746.0,,,-36632714.647648,1514,"Jun 12, 2010 14:46:25.828144000 India Standard Time",1
8921477,00:01:02:72:ab:55,00:e0:b1:87:f5:94,63.245.209.72,192.168.2.113,443.0,3766.0,,,-36582577.19984,1514,"Jun 13, 2010 04:42:03.275952000 India Standard Time",1
